recu,epochs,Learning Rate,Loss,Optimizer,Threshold,accuracy per epoch,loss per epoch
100.0,10.0,0.0001,BCE,Adam,1.36,"[[75.0], [73.0], [83.0], [89.0], [99.0], [97.0], [96.0], [98.0], [96.0], [95.0]]","[[13.093785285949707], [12.35796070098877], [11.245250701904297], [8.874663352966309], [2.860767364501953], [3.2697551250457764], [4.59273099899292], [1.8269412517547607], [5.417311191558838], [4.234865188598633]]"
